time,forward_velocity,right_velocity,down_velocity,forward_position,right_position,down_position,horizontal_distance,3d_displacement,path_distance
1.67,-0.0738202850380352,-0.1287309926819331,0.0884436587610245,0.061407891984409914,0.2384588214969714,0.23078000082150055,0.2462387840038474,0.33748029205698105,0.371482104728539
1.68,-0.0734899112386699,-0.1326248854158722,0.0865715146287959,0.06067134100302639,0.23715204210648236,0.23165507668844965,0.24478991542622888,0.33702548457039827,0.37321875020085066
1.69,-0.0731279538860701,-0.1364392914312538,0.0847241033834526,0.05993825167740269,0.23580672122224672,0.23251155477851088,0.24330516597008384,0.3365397850080292,0.3749739889195607
1.7,-0.0727382030066239,-0.1401837491343048,0.0828984570785683,0.059208920892939214,0.23442360601941892,0.23334966758082099,0.24178528361431362,0.33602409248822285,0.3767480701259477
1.71,-0.0723239938235529,-0.1438666523225049,0.081091963921288,0.05848360990878833,0.23300335401213487,0.23416961968582026,0.24023092142533936,0.33547921901761557,0.37854125534851035
1.72,-0.071888261333292,-0.1474180862065349,0.0793506174261304,0.057762548633004104,0.23154693031948967,0.23497183259255736,0.2386430241280033,0.334906337767537,0.3803536142764464
1.73,-0.0714531077869173,-0.1507783444169712,0.0776665999936405,0.05704584178740306,0.23005594816637215,0.2357569186796562,0.2370231367439937,0.3343071821802337,0.3821847496203253
1.74,-0.0710914169200278,-0.1539703680346451,0.0762944053365379,0.056333119163868337,0.22853220460411405,0.2365267237063071,0.23537287196265258,0.33368440161803636,0.3840347138796228
1.75,-0.0707214200022199,-0.1570143452106881,0.0751966147217761,0.0556240549792571,0.2269772810378874,0.23728417880659866,0.2336936490358425,0.3330412934030995,0.38590401790616935
1.76,-0.0703441137596039,-0.1599314996052644,0.0741557994778595,0.05491872731044798,0.22539255181380763,0.23803094087759685,0.23198678631021058,0.3323802007304486,0.38779253780935324
1.77,-0.0699866276583141,-0.1627370499521501,0.0731651225602866,0.05421707360335839,0.22377920906602056,0.23876754548778759,0.23025339406906845,0.3317025267594271,0.3896998340889763
1.78,-0.0696465832813915,-0.165444388737068,0.0723537344955915,0.05351890754865986,0.22213830187257447,0.23949513977306697,0.2284944170522182,0.33101000075368403,0.39162581583899564
1.79,-0.069321887621912,-0.1680445198070305,0.0717001206214287,0.05282406519414334,0.22047085732985397,0.24021540904865207,0.2267107866763201,0.330304743441276,0.39357054333405256
1.8,-0.0690681022407423,-0.1705490465263064,0.0711853480349345,0.052132115244830066,0.21877788949818727,0.24092983639193388,0.2249033622985243,0.32958869585746614,0.3955340456233921
1.81,-0.0689279794364687,-0.1729680567835775,0.0707927557815885,0.05144213483644401,0.21706030398163786,0.2416397269110165,0.2230727881233655,0.3288635376911867,0.39751649802375394
1.82,-0.0688878796998637,-0.1753118125542842,0.0705748635017756,0.05075305554076235,0.21531890463494854,0.24234656500743335,0.2212195817280147,0.3281310118090332,0.3995182277894649
1.83,-0.068935800262807,-0.1775853304011312,0.0706033570800437,0.050063937140949,0.21355441892017146,0.24305245611034243,0.21934422181216667,0.3273933170723784,0.40153975598758135
1.84,-0.0690081300004876,-0.1797766395723775,0.0707560203320512,0.04937421748963253,0.21176760907030392,0.2437592529974029,0.2174473122484309,0.3266525784773763,0.40358131531235103
1.85,-0.0690782203806931,-0.1819023561005188,0.0710034734072489,0.04868378573772662,0.20995921409193943,0.2444680504660994,0.2155295399147452,0.32591043290228844,0.4056427182941681
1.86,-0.0691463401263204,-0.183966707764006,0.0713343415268539,0.047992662935191555,0.2081298687726168,0.2451797395407699,0.2135915212992257,0.32516832971892784,0.40772374120718874
1.87,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.88,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.89,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.9,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.91,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.92,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.93,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.94,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.95,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.96,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
