time_seconds,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
4.371122,0.612916,2.449268,9.215282,-0.025656,-0.006720,0.018937,0.97733670,0.13273628,-0.00857179,0.16468342
4.391215,0.730232,2.446874,9.449914,-0.034819,-0.017715,-0.001833,0.97772300,0.13243417,-0.00896444,0.16259950
4.411133,0.569820,2.463634,9.538500,-0.006109,-0.018937,-0.018326,0.97810894,0.13208568,-0.00946661,0.16051973
4.431154,0.371101,2.394202,9.392453,0.012828,0.027489,0.003665,0.97845930,0.13201341,-0.00988973,0.15840487
4.451549,0.620098,2.355895,9.160215,-0.007330,0.036652,0.023824,0.97874218,0.13199851,-0.00977649,0.15666686
4.471648,0.627281,2.439692,9.308656,-0.054367,-0.017715,0.029322,0.97892851,0.13180608,-0.00961429,0.15567188
4.491443,0.806846,2.494758,9.653421,-0.048258,-0.034208,0.016493,0.97928876,0.13125856,-0.01019133,0.15382086
4.511422,0.694318,2.444480,9.641450,0.000611,0.009774,-0.017104,0.97948670,0.13081044,-0.01079144,0.15289901
4.531599,0.411803,2.396596,9.437943,0.026267,0.021380,-0.011606,0.97961783,0.13076364,-0.01081948,0.15209478
4.551494,0.526724,2.384625,9.291897,0.014661,0.004276,0.030543,0.97968376,0.13094068,-0.01061943,0.15153077
4.571821,0.735020,2.427721,9.337387,-0.009774,-0.029932,0.039095,0.97962970,0.13102636,-0.01058923,0.15180810
4.591760,0.828394,2.439692,9.430760,-0.010996,-0.033598,0.011606,0.97959709,0.13094379,-0.01097850,0.15206172
4.611988,0.653617,2.463634,9.399636,0.000611,0.003665,-0.022602,0.97958827,0.13085528,-0.01142043,0.15216224
4.631779,0.493206,2.410961,9.370906,-0.004276,0.036041,-0.024435,0.97961158,0.13084197,-0.01141108,0.15202436
4.652119,0.538695,2.367866,9.313444,-0.007330,0.026878,0.006109,0.97965997,0.13073362,-0.01104611,0.15183251
4.671828,0.608127,2.391808,9.308656,-0.018937,-0.017715,0.013439,0.97967207,0.13059978,-0.01081396,0.15188643
4.692590,0.632069,2.398990,9.375694,-0.020769,-0.028100,0.012828,0.97971767,0.13042009,-0.01107593,0.15172768
4.712869,0.658405,2.367866,9.473856,-0.011606,-0.007330,-0.008552,0.97974426,0.13024029,-0.01142485,0.15168437
4.732107,0.560243,2.410961,9.416395,-0.001833,0.009774,-0.008552,0.97982812,0.13010031,-0.01156916,0.15125109
4.752094,0.486023,2.370260,9.346964,-0.003054,0.009774,0.007330,0.97984833,0.13004033,-0.01147217,0.15117945
4.772221,0.591368,2.353500,9.200917,-0.020769,-0.001833,0.026267,0.97984767,0.12995580,-0.01137687,0.15126340
4.792494,0.665588,2.437297,9.435549,-0.053756,0.006109,0.012828,0.97983545,0.12972705,-0.01145148,0.15153292
4.812479,0.701501,2.377442,9.662998,-0.028711,0.029322,-0.013439,0.97986907,0.12918331,-0.01147665,0.15177861
4.832580,0.555455,2.413355,9.545682,0.014661,0.009163,-0.019548,0.97991377,0.12883113,-0.01122809,0.15180774
4.852458,0.426168,2.363077,9.361329,0.028711,-0.025656,0.010996,0.97987425,0.12893789,-0.01105777,0.15198416
4.872455,0.600945,2.391808,9.246407,0.001833,-0.009774,0.033598,0.97981662,0.12920472,-0.01124259,0.15211543
4.892613,0.804452,2.418144,9.378088,-0.029322,0.029932,0.004887,0.97970951,0.12921286,-0.01131766,0.15279159
4.913285,0.636858,2.410961,9.478644,-0.014661,0.011606,-0.018937,0.97968632,0.12887211,-0.01105498,0.15324700
4.932759,0.529119,2.418144,9.543288,0.004276,-0.026267,-0.000611,0.97965431,0.12870814,-0.01090169,0.15359944
4.952454,0.670376,2.401384,9.459491,0.023213,-0.009163,0.010996,0.97953904,0.12878859,-0.01106508,0.15425463
4.972689,0.536301,2.348712,9.313444,0.010996,0.005498,-0.005498,0.97944522,0.12901686,-0.01110859,0.15465580
4.992747,0.517148,2.348712,9.337387,-0.009163,0.006109,0.007941,0.97943556,0.12909627,-0.01102821,0.15465663
5.013115,0.816423,2.391808,9.368511,-0.007941,-0.012217,0.017715,0.97945231,0.12896582,-0.01099504,0.15466115
5.033125,0.732626,2.458845,9.531317,0.002443,-0.028100,-0.021991,0.97943884,0.12888247,-0.01119039,0.15480244
5.053161,0.454898,2.351106,9.428367,0.037263,0.003665,-0.025656,0.97943765,0.12893967,-0.01146913,0.15474163
5.073106,0.478840,2.315193,9.109938,0.008552,0.025656,0.014050,0.97922343,0.12928794,-0.01117411,0.15582441
5.093468,0.656011,2.343924,9.193734,-0.047647,-0.003665,0.025045,0.97901505,0.12931205,-0.01076591,0.15713733
5.113285,0.852336,2.420538,9.595961,-0.045815,-0.032987,0.017715,0.97899729,0.12883851,-0.01087801,0.15762848
5.133631,0.828394,2.492364,9.636662,0.006109,-0.015272,-0.030543,0.97901863,0.12842371,-0.01134715,0.15780099
5.153235,0.586579,2.425326,9.421184,0.030543,0.015882,-0.053145,0.97906017,0.12851027,-0.01159187,0.15745503
5.173573,0.318429,2.372654,9.227253,0.014050,0.006109,-0.026267,0.97910851,0.12878604,-0.01138723,0.15694310
5.193553,0.548272,2.343924,9.253590,-0.020769,-0.001222,0.018937,0.97910815,0.12891164,-0.01123963,0.15685260
5.213713,0.739808,2.401384,9.442732,-0.039095,0.031154,-0.003665,0.97910541,0.12869713,-0.01129229,0.15704222
5.233508,0.665588,2.358289,9.574412,-0.025656,0.040317,-0.032987,0.97916466,0.12826274,-0.01104736,0.15704542
5.253733,0.644040,2.415750,9.555259,0.007330,0.050091,-0.042150,0.97925073,0.12793675,-0.01067187,0.15680084
5.273598,0.526724,2.375048,9.466674,0.007330,0.142942,-0.056810,0.97931421,0.12791662,-0.01015752,0.15645422
5.293858,0.426168,2.375048,9.244013,0.011606,0.094684,-0.026267,0.97941452,0.12774599,-0.00872081,0.15605168
5.313915,0.368707,2.422932,9.267955,0.001222,-0.061087,0.007941,0.97945356,0.12770434,-0.00775386,0.15589182
5.334022,0.653617,2.398990,9.576807,-0.007330,-0.056200,0.018937,0.97948992,0.12780239,-0.00838535,0.15554972
5.354244,0.586579,2.387019,9.502586,0.013439,-0.001833,-0.012217,0.97947514,0.12781084,-0.00897858,0.15560310
5.374114,0.423774,2.322376,9.385271,0.017104,0.017715,-0.010996,0.97947806,0.12793612,-0.00896032,0.15548249
5.394101,0.512359,2.367866,9.366117,0.001222,0.009774,0.012828,0.97949874,0.12803735,-0.00873910,0.15528156
5.414371,0.648829,2.406173,9.445126,0.001222,-0.001833,0.001833,0.97948384,0.12799920,-0.00863850,0.15541254
5.434084,0.524330,2.375048,9.423578,0.015272,-0.005498,-0.015272,0.97948337,0.12799793,-0.00866193,0.15541509
5.454202,0.464475,2.377442,9.346964,0.016493,-0.023213,0.000611,0.97948980,0.12813559,-0.00867187,0.15526061
5.474060,0.555455,2.358289,9.327810,0.005498,-0.017715,0.015882,0.97945899,0.12830600,-0.00884816,0.15530421
5.494358,0.565032,2.396596,9.284714,-0.019548,0.026878,0.004887,0.97939861,0.12836200,-0.00899619,0.15563008
5.514493,0.577003,2.377442,9.421184,-0.035430,0.016493,0.000611,0.97940427,0.12812154,-0.00875433,0.15580603
5.534560,0.512359,2.379837,9.605537,-0.015882,-0.006109,0.006109,0.97944564,0.12774287,-0.00864516,0.15586296
5.554299,0.588974,2.363077,9.533711,0.017715,-0.012828,0.010996,0.97945750,0.12758017,-0.00873289,0.15591721
5.575089,0.646434,2.406173,9.390059,0.012217,-0.027489,0.006109,0.97940654,0.12774351,-0.00883512,0.15609761
5.594511,0.529119,2.377442,9.466674,0.004887,-0.005498,-0.006109,0.97938138,0.12788922,-0.00910537,0.15612072
5.614712,0.474052,2.363077,9.287108,0.004276,0.000000,0.006109,0.97939450,0.12792617,-0.00915386,0.15600529
5.634773,0.610521,2.391808,9.385271,-0.012828,-0.039095,0.018937,0.97938478,0.12794878,-0.00914828,0.15604806
5.654678,0.627281,2.454057,9.605537,-0.000611,-0.024435,0.010385,0.97939062,0.12787206,-0.00959172,0.15604760
5.674606,0.574608,2.401384,9.490616,0.032987,0.022602,-0.008552,0.97940677,0.12789612,-0.00987432,0.15590847
5.695089,0.536301,2.336741,9.162610,0.031765,-0.004887,0.001833,0.97944283,0.12817134,-0.00964315,0.15547024
5.714853,0.452504,2.372654,9.260772,-0.012828,-0.056200,0.014661,0.97946036,0.12847486,-0.00969374,0.15510517
5.735212,0.553061,2.406173,9.528923,-0.025045,-0.006720,0.017104,0.97958946,0.12840801,-0.01037228,0.15429918
5.754859,0.656011,2.389413,9.409213,-0.007941,0.032376,0.007330,0.97963953,0.12814878,-0.01050596,0.15418832
5.774997,0.545878,2.418144,9.349358,-0.001833,-0.009774,0.003665,0.97966379,0.12801273,-0.01022631,0.15416576
5.795331,0.574608,2.394202,9.375694,-0.010385,0.006109,0.010385,0.97970265,0.12800449,-0.01036240,0.15391615
5.815384,0.615310,2.341529,9.344569,-0.015272,0.015882,0.017104,0.97975510,0.12788707,-0.01037497,0.15367955
5.835501,0.622492,2.382231,9.461885,-0.011606,-0.007941,0.004887,0.97988784,0.12769902,-0.01038042,0.15298712
5.855296,0.553061,2.370260,9.464279,-0.008552,0.015882,0.000000,0.98012209,0.12757665,-0.01067744,0.15156172
5.875387,0.598550,2.372654,9.445126,-0.003054,0.017104,0.004887,0.98038971,0.12743747,-0.01075340,0.14993355
5.895464,0.574608,2.384625,9.418790,-0.001833,-0.026878,0.014050,0.98048180,0.12735705,-0.01068561,0.14940389
5.915738,0.569820,2.365471,9.387665,0.002443,-0.025045,0.016493,0.98047233,0.12737034,-0.01098198,0.14943333
5.935400,0.486023,2.394202,9.351752,-0.020159,0.008552,0.017715,0.98044407,0.12742211,-0.01124596,0.14955439
5.955572,0.766145,2.372654,9.478644,-0.020159,0.012828,0.015882,0.98044664,0.12720336,-0.01120416,0.14972739
5.975630,0.715866,2.439692,9.579201,-0.005498,0.004276,-0.014661,0.98045689,0.12697978,-0.01114827,0.14985377
5.996128,0.517148,2.331953,9.488221,0.028711,-0.009163,-0.020159,0.98055607,0.12691696,-0.01120203,0.14925282
6.016343,0.418985,2.379837,9.334992,0.025045,-0.024435,0.009163,0.98058563,0.12719728,-0.01126741,0.14881486
6.035898,0.555455,2.327164,9.296685,0.004276,0.010385,0.027489,0.98056972,0.12745868,-0.01148946,0.14867885
6.056064,0.679953,2.389413,9.311050,-0.035430,0.044593,0.014661,0.98059386,0.12745713,-0.01145802,0.14852317
6.075882,0.667982,2.363077,9.557653,-0.025045,-0.015882,-0.003054,0.98063862,0.12703785,-0.01110786,0.14861362
6.096239,0.665588,2.422932,9.641450,0.012217,-0.055589,0.005498,0.98072755,0.12680389,-0.01135847,0.14820692
6.116889,0.615310,2.365471,9.454702,0.041539,-0.009163,-0.010385,0.98070472,0.12699598,-0.01191714,0.14814936
6.136266,0.466869,2.382231,9.208099,0.021991,0.022602,-0.006720,0.98067683,0.12740032,-0.01195780,0.14798406
6.155987,0.555455,2.327164,9.272743,-0.014050,0.005498,0.015882,0.98068565,0.12757646,-0.01171289,0.14779280
6.176275,0.766145,2.391808,9.497798,-0.014050,-0.019548,0.014050,0.98068905,0.12742022,-0.01170278,0.14790629
6.196264,0.694318,2.406173,9.583989,0.010996,-0.026267,-0.010996,0.98068416,0.12730163,-0.01195212,0.14802046
6.216760,0.488417,2.319981,9.397242,0.034819,-0.013439,-0.006720,0.98065460,0.12743889,-0.01218840,0.14807932
6.236891,0.514753,2.339135,9.198523,0.023213,-0.024435,0.021380,0.98060966,0.12777504,-0.01225306,0.14808163
6.256613,0.699107,2.372654,9.361329,-0.018326,0.007941,0.012217,0.98054558,0.12801085,-0.01247053,0.14828442
6.276439,0.768539,2.413355,9.466674,-0.021991,0.043371,-0.009774,0.98056495,0.12780437,-0.01245058,0.14833573
6.296875,0.715866,2.415750,9.473856,0.003054,-0.002443,-0.028711,0.98066694,0.12751210,-0.01214109,0.14793837
6.316795,0.428562,2.384625,9.337387,0.026878,-0.045204,-0.017104,0.98070210,0.12754588,-0.01220104,0.14767043
6.336767,0.497994,2.370260,9.203311,-0.001833,-0.001222,0.012217,0.98066700,0.12787877,-0.01256652,0.14758557
6.356609,0.605733,2.372654,9.344569,-0.044593,0.032376,0.000000,0.98049903,0.12787065,-0.01245517,0.14871310
6.376912,0.579397,2.363077,9.627085,-0.032376,0.009774,-0.004887,0.98025143,0.12740880,-0.01193840,0.15077017
6.397280,0.617704,2.365471,9.531317,0.010996,-0.049480,0.012828,0.97998708,0.12709415,-0.01161604,0.15276605
6.417132,0.684742,2.403779,9.540894,0.032987,-0.059865,0.005498,0.97961646,0.12728758,-0.01181900,0.15495045
6.436872,0.569820,2.437297,9.342175,0.028100,0.009774,-0.008552,0.97931135,0.12770751,-0.01215717,0.15650064
6.457538,0.533907,2.406173,9.291897,-0.006720,0.014050,-0.000611,0.97905660,0.12798275,-0.01181218,0.15788940
6.477100,0.500388,2.403779,9.500193,-0.018326,-0.023824,0.021991,0.97904807,0.12789452,-0.01165513,0.15802602
6.497629,0.780510,2.415750,9.536105,0.008552,-0.032376,0.027489,0.97903490,0.12774129,-0.01189421,0.15821326
6.517339,0.730232,2.427721,9.579201,0.021991,-0.026878,-0.007941,0.97896427,0.12787311,-0.01222249,0.15851828
6.537583,0.500388,2.406173,9.552865,0.046426,-0.004276,-0.021991,0.97894239,0.12813066,-0.01244303,0.15842837
6.557372,0.416591,2.401384,9.327810,0.047647,-0.015272,0.005498,0.97883129,0.12858520,-0.01229809,0.15875763
6.577419,0.519542,2.367866,9.215282,0.025045,-0.025656,0.039706,0.97850138,0.12904958,-0.01206985,0.16042386
6.597751,0.823605,2.391808,9.315839,-0.001833,-0.028711,0.029322,0.97823286,0.12929659,-0.01207726,0.16185503
6.618091,0.749385,2.437297,9.514558,-0.004887,0.011606,-0.007330,0.97808027,0.12932187,-0.01231058,0.16273700
6.637631,0.600945,2.387019,9.404425,0.021991,0.023824,-0.017104,0.97807485,0.12925351,-0.01218070,0.16283369
6.657652,0.486023,2.398990,9.198523,0.018326,-0.025045,0.013439,0.97809100,0.12942326,-0.01190228,0.16262195
6.677959,0.632069,2.394202,9.212888,-0.019548,-0.015882,0.029932,0.97804153,0.12963092,-0.01211353,0.16273881
6.698234,0.682347,2.403779,9.330204,-0.039095,0.012217,0.015272,0.97800332,0.12945935,-0.01231701,0.16308960
6.717930,0.708684,2.375048,9.540894,-0.038485,-0.001833,0.004887,0.97802937,0.12905462,-0.01227892,0.16325633
6.737915,0.679953,2.413355,9.610326,-0.009163,-0.035430,0.006720,0.97806317,0.12867852,-0.01236155,0.16334429
6.757825,0.610521,2.370260,9.493010,0.014050,-0.004887,0.003665,0.97807276,0.12864009,-0.01274474,0.16328804
6.777909,0.560243,2.370260,9.265560,0.006109,-0.003054,0.013439,0.97806120,0.12876858,-0.01278076,0.16325314
6.798743,0.533907,2.389413,9.344569,-0.021991,-0.004276,0.035430,0.97802246,0.12881607,-0.01279443,0.16344684
6.818697,0.859518,2.422932,9.504981,-0.028100,0.002443,0.040317,0.97799623,0.12858392,-0.01287569,0.16377972
6.838284,0.909797,2.444480,9.543288,-0.000611,0.000000,0.002443,0.97799540,0.12829545,-0.01297532,0.16400273
6.858013,0.632069,2.415750,9.473856,0.018937,-0.017715,-0.018937,0.97808051,0.12829216,-0.01313482,0.16348456
6.878142,0.538695,2.384625,9.308656,0.023824,-0.015882,0.005498,0.97832102,0.12849021,-0.01346777,0.16185437
6.898992,0.565032,2.372654,9.320627,0.004887,-0.018326,0.027489,0.97841173,0.12873809,-0.01369784,0.16108799
6.918850,0.749385,2.305616,9.229648,-0.009163,0.009774,0.032376,0.97845775,0.12879623,-0.01396838,0.16073881
6.938533,0.845153,2.343924,9.349358,-0.040317,0.008552,0.001222,0.97861916,0.12866357,-0.01409061,0.15984897
6.958611,0.754174,2.406173,9.679757,-0.026267,-0.016493,-0.009774,0.97875476,0.12823801,-0.01418178,0.15935241
6.978493,0.627281,2.413355,9.605537,0.026267,-0.000611,-0.002443,0.97887790,0.12798622,-0.01448293,0.15876983
6.998994,0.581791,2.351106,9.234436,0.032987,0.007941,0.013439,0.97897118,0.12821831,-0.01455785,0.15799904
7.019188,0.725443,2.367866,9.224859,-0.010385,-0.020159,0.015882,0.97900456,0.12850673,-0.01452185,0.15756032
7.038807,0.770933,2.434903,9.440337,-0.022602,-0.034208,0.000000,0.97911650,0.12841842,-0.01486319,0.15690383
7.058917,0.706290,2.444480,9.526528,-0.012217,-0.018937,-0.014050,0.97927755,0.12823789,-0.01535693,0.15599582
7.078560,0.545878,2.377442,9.409213,-0.001833,-0.005498,-0.011606,0.97939295,0.12814413,-0.01561655,0.15532109
7.099206,0.519542,2.415750,9.332599,-0.018937,-0.014661,0.017104,0.97944140,0.12813237,-0.01567496,0.15501894
7.119644,0.742203,2.394202,9.469068,-0.018937,-0.017715,0.022602,0.97950512,0.12796356,-0.01586444,0.15473707
7.139206,0.677559,2.391808,9.514558,-0.006109,0.002443,-0.003054,0.97951639,0.12780146,-0.01609687,0.15477557
7.158798,0.665588,2.372654,9.521740,0.006109,-0.010385,-0.006720,0.97956920,0.12773305,-0.01609640,0.15449749
7.179079,0.565032,2.410961,9.416395,0.010385,-0.004276,0.000611,0.97959286,0.12779987,-0.01618169,0.15428269
7.199459,0.615310,2.331953,9.320627,-0.001222,0.016493,0.017104,0.97959024,0.12789612,-0.01616463,0.15422149
7.219403,0.701501,2.382231,9.378088,-0.007941,-0.007330,0.031154,0.97960585,0.12781742,-0.01595371,0.15420964
7.239509,0.833182,2.391808,9.457097,-0.004276,-0.023213,0.020159,0.97957921,0.12773085,-0.01604075,0.15444165
7.259518,0.821211,2.398990,9.545682,0.010996,-0.006720,0.001833,0.97958577,0.12771772,-0.01633100,0.15438016
7.279531,0.718261,2.365471,9.449914,0.028100,0.018326,-0.012828,0.97959471,0.12782627,-0.01644019,0.15422191
7.300185,0.524330,2.264915,9.220071,0.017104,0.020159,0.006109,0.97959340,0.12805450,-0.01625097,0.15406069
7.319875,0.864307,2.341529,9.188946,-0.014050,-0.004276,0.030543,0.97957486,0.12816459,-0.01603413,0.15411061
7.340246,0.909797,2.442086,9.488221,-0.029322,-0.020769,0.004887,0.97958493,0.12801205,-0.01619552,0.15415595
7.359711,0.818817,2.456451,9.538500,0.000611,0.006720,-0.021380,0.97965986,0.12775768,-0.01658512,0.15384939
7.379870,0.641646,2.442086,9.416395,0.018326,0.006720,-0.018937,0.97981793,0.12776729,-0.01671491,0.15281726
7.400117,0.679953,2.343924,9.337387,0.007941,-0.002443,-0.003054,0.97994125,0.12794337,-0.01673289,0.15187423
7.420237,0.691924,2.336741,9.399636,-0.003665,0.009774,-0.015882,0.97999102,0.12802215,-0.01680323,0.15147848
7.441016,0.574608,2.346318,9.435549,-0.005498,0.017104,-0.017104,0.98019415,0.12794782,-0.01685833,0.15021557
7.460236,0.634463,2.329558,9.397242,0.000000,0.012828,0.004276,0.98040521,0.12783428,-0.01681833,0.14893335
7.479868,0.656011,2.389413,9.382876,0.004276,0.004887,0.007941,0.98054099,0.12776370,-0.01679628,0.14810038
7.500474,0.684742,2.413355,9.344569,0.003665,0.018326,0.006720,0.98062402,0.12776493,-0.01681773,0.14754598
7.520111,0.718261,2.420538,9.299079,-0.007941,0.019548,0.008552,0.98062932,0.12776779,-0.01664947,0.14752768
7.541397,0.854730,2.454057,9.435549,-0.018326,0.010996,-0.007941,0.98063326,0.12766370,-0.01648431,0.14761031
7.560672,0.696713,2.446874,9.466674,-0.005498,0.001833,-0.021991,0.98066455,0.12752712,-0.01647736,0.14752065
7.580271,0.536301,2.391808,9.485827,0.001833,-0.004276,-0.017104,0.98069590,0.12753090,-0.01649388,0.14730705
7.601007,0.526724,2.331953,9.411607,0.003054,0.036041,-0.006109,0.98071700,0.12756912,-0.01650190,0.14713320
7.620691,0.514753,2.322376,9.354146,-0.005498,0.042761,0.010385,0.98073125,0.12753697,-0.01608312,0.14711171
7.640403,0.732626,2.363077,9.363723,-0.010385,0.010996,0.029322,0.98073530,0.12739715,-0.01562817,0.14725481
7.660817,0.837971,2.432509,9.483433,-0.010385,-0.009163,0.006720,0.98070455,0.12726925,-0.01556082,0.14757799
7.680380,0.663194,2.449268,9.521740,0.015882,0.004887,-0.007330,0.98070484,0.12718189,-0.01568316,0.14763802
7.701343,0.644040,2.372654,9.258378,0.020769,0.043982,0.000611,0.98068422,0.12733646,-0.01559665,0.14765091
7.721077,0.646434,2.293645,9.193734,-0.012828,0.009774,0.004887,0.98066092,0.12747870,-0.01513695,0.14772989
7.741147,0.727837,2.387019,9.516952,-0.029322,-0.024435,0.003054,0.98068255,0.12733641,-0.01507920,0.14771532
7.760600,0.665588,2.384625,9.588778,-0.004887,0.004276,0.002443,0.98073512,0.12708174,-0.01539615,0.14755246
7.781432,0.706290,2.341529,9.476251,0.012828,0.010996,-0.001833,0.98076612,0.12702106,-0.01539432,0.14739946
7.801260,0.660800,2.334347,9.339781,0.003665,-0.004887,0.004276,0.98076338,0.12711880,-0.01528841,0.14734429
7.821262,0.689530,2.408567,9.454702,-0.012828,-0.007941,0.001833,0.98075420,0.12714972,-0.01534975,0.14737241
7.841317,0.720655,2.391808,9.516952,-0.001833,0.014050,0.001222,0.98076266,0.12702864,-0.01546131,0.14740889
7.861297,0.751779,2.360683,9.370906,0.012217,-0.002443,0.001833,0.98076379,0.12698141,-0.01536094,0.14745183
7.881095,0.665588,2.377442,9.299079,0.000000,-0.040317,-0.001833,0.98074299,0.12709507,-0.01544307,0.14748430
7.902018,0.706290,2.403779,9.500193,-0.015272,-0.002443,-0.008552,0.98073989,0.12715527,-0.01585160,0.14740950
7.921448,0.646434,2.389413,9.514558,0.001833,0.029932,-0.015272,0.98077041,0.12701221,-0.01590021,0.14732473
7.941496,0.682347,2.343924,9.289502,0.017715,0.009163,-0.002443,0.98075545,0.12699223,-0.01555567,0.14747822
7.961426,0.660800,2.387019,9.306262,-0.003054,-0.009163,-0.000611,0.98069674,0.12715606,-0.01541018,0.14774257
7.981449,0.670376,2.365471,9.351752,-0.013439,0.000000,-0.003665,0.98068166,0.12714319,-0.01549324,0.14784540
8.002391,0.617704,2.394202,9.454702,-0.009774,-0.015882,-0.006720,0.98069656,0.12701406,-0.01550623,0.14785556
8.021811,0.617704,2.355895,9.402030,-0.004276,0.018937,-0.005498,0.98073179,0.12694092,-0.01568146,0.14766620
8.041729,0.577003,2.329558,9.339781,-0.013439,0.013439,0.001833,0.98074859,0.12687156,-0.01549365,0.14763443
8.061696,0.591368,2.334347,9.430760,-0.009774,-0.012828,0.010385,0.98075479,0.12671705,-0.01536506,0.14773870
8.081970,0.706290,2.375048,9.397242,-0.007941,0.000611,0.016493,0.98069096,0.12663378,-0.01544463,0.14822513
8.102664,0.648829,2.375048,9.445126,-0.009163,0.006109,0.000000,0.98062146,0.12655590,-0.01541999,0.14875346
8.121989,0.644040,2.396596,9.478644,0.004887,0.001833,0.006109,0.98055434,0.12646277,-0.01529997,0.14928651
8.142115,0.629675,2.365471,9.354146,0.000611,0.018937,0.007941,0.98035473,0.12652491,-0.01511996,0.15055774
8.162001,0.746991,2.382231,9.368511,-0.012217,0.010996,0.009163,0.98021758,0.12651393,-0.01482964,0.15148565
8.182146,0.718261,2.422932,9.435549,-0.014050,-0.008552,-0.006109,0.97990477,0.12641279,-0.01449843,0.15361090
8.202132,0.608127,2.358289,9.536105,-0.002443,-0.000611,-0.006720,0.97980624,0.12632883,-0.01452206,0.15430455
8.222576,0.636858,2.403779,9.533711,0.004887,-0.004887,0.008552,0.97973174,0.12631494,-0.01445147,0.15479472
8.242128,0.766145,2.379837,9.538500,0.014050,-0.019548,0.007330,0.97969002,0.12637129,-0.01448514,0.15500952
8.262335,0.663194,2.331953,9.433155,0.015272,0.012828,-0.007941,0.97965574,0.12653928,-0.01467438,0.15507165
8.282072,0.620098,2.346318,9.339781,-0.001222,0.017104,-0.009774,0.97965097,0.12666300,-0.01452572,0.15501480
8.302642,0.723049,2.360683,9.430760,0.002443,0.007330,0.001833,0.97968453,0.12661980,-0.01436214,0.15485278
8.322460,0.675165,2.315193,9.344569,0.019548,0.010996,-0.007330,0.97968048,0.12662439,-0.01431050,0.15487944
8.342545,0.617704,2.341529,9.244013,0.006720,-0.010996,0.004276,0.97967118,0.12678091,-0.01419422,0.15482099
8.362607,0.658405,2.238579,9.239224,-0.007330,0.000000,0.011606,0.97963440,0.12685940,-0.01428613,0.15498096
8.382812,0.802058,2.394202,9.332599,-0.040317,-0.004887,0.009774,0.97954941,0.12676348,-0.01426284,0.15559749
8.402858,0.761356,2.413355,9.579201,-0.034208,-0.008552,-0.015272,0.97939104,0.12639259,-0.01426182,0.15689051
8.422823,0.663194,2.415750,9.454702,0.003665,0.003665,-0.014050,0.97926348,0.12610012,-0.01427517,0.15791821
8.443267,0.651223,2.351106,9.205706,-0.001222,-0.016493,-0.004276,0.97907466,0.12616442,-0.01407966,0.15905109
8.462926,0.612916,2.322376,9.215282,-0.036041,-0.010385,-0.003665,0.97882468,0.12621510,-0.01405070,0.16054466
8.482842,0.545878,2.298434,9.382876,-0.061697,0.003665,0.000611,0.97872436,0.12590165,-0.01409160,0.16139656
8.503171,0.682347,2.353500,9.399636,-0.056810,0.009774,0.009774,0.97862035,0.12531173,-0.01400602,0.16249049
8.523040,0.706290,2.317587,9.423578,-0.056200,0.022602,-0.008552,0.97860813,0.12475300,-0.01395723,0.16299725
8.543306,0.565032,2.248155,9.167398,-0.065363,0.017104,0.001833,0.97869390,0.12417775,-0.01381888,0.16293322
8.563043,0.600945,2.461239,9.433155,-0.086743,0.050091,0.041539,0.97884160,0.12352615,-0.01380078,0.16254212
8.583522,0.869095,2.480393,9.586384,-0.090408,0.085521,0.043982,0.97891903,0.12266599,-0.01350329,0.16275209
8.603011,0.548272,2.353500,9.404425,-0.066584,0.067195,0.004276,0.97899973,0.12185804,-0.01299076,0.16291530
8.623672,0.557849,2.398990,9.423578,-0.086132,0.038485,0.021380,0.97915471,0.12128815,-0.01254044,0.16244462
8.643352,0.641646,2.288857,9.672575,-0.089186,0.025656,-0.009774,0.97921526,0.12063048,-0.01232192,0.16258529
8.663947,0.289698,2.130840,9.627085,-0.060476,0.090408,-0.001833,0.97939485,0.11986919,-0.01225615,0.16207100
8.683480,0.055067,2.102109,9.184157,-0.057421,0.107512,0.058032,0.97949654,0.11916233,-0.01140428,0.16204000
8.703758,0.466869,2.063802,9.006987,-0.113621,0.090408,0.117897,0.97947824,0.11840972,-0.01009115,0.16278782
8.723547,0.454898,2.015918,9.038112,-0.190590,0.091630,0.108123,0.97943622,0.11714158,-0.00933053,0.16399853
8.743849,0.105345,2.011129,8.911219,-0.270002,0.108123,0.145386,0.97947431,0.11512766,-0.00874968,0.16522472
8.763888,0.260968,1.991976,9.078813,-0.357967,0.075747,0.202196,0.97954798,0.11235386,-0.00800390,0.16672814
8.783878,0.876278,1.874660,9.739613,-0.369573,0.046426,0.176540,0.97960460,0.10883927,-0.00772492,0.16872837
8.803920,0.397437,1.719037,9.600749,-0.303600,0.158825,0.127671,0.97968358,0.10520318,-0.00804301,0.17055118
8.824049,0.227449,1.668759,9.255983,-0.303600,0.155771,0.172264,0.97978908,0.10196590,-0.00712028,0.17194642
8.845154,0.509965,1.541866,9.270349,-0.327424,0.075747,0.186925,0.97980875,0.09872673,-0.00624300,0.17374936
8.864164,0.428562,1.649605,9.569624,-0.347582,0.045815,0.152716,0.97980362,0.09537122,-0.00624982,0.17564245
8.884548,0.414197,1.529895,9.856929,-0.318261,0.047037,0.147219,0.97985947,0.09188752,-0.00654814,0.17717008
