time,forward_acceleration,right_acceleration,down_acceleration,stationary,forward_velocity,right_velocity,down_velocity,velocity_magnitude
1.61,-0.030069525587587236,-0.49499483654599435,-0.276628345460081,False,-0.07386367011520936,-0.10185560263737266,0.10322503657306144,0.1627446273368823
1.62,-0.019748119684499358,-0.48399280543562634,-0.27310705303890626,False,-0.07406115131205436,-0.10669553069172892,0.10049396604267237,0.16421944956137952
1.63,-0.010665282489782026,-0.4743110180585025,-0.27000831570827244,False,-0.07416780413695218,-0.11143864087231384,0.0977938828855897,0.1657802080460942
1.64,-0.002672385758430775,-0.46460091590176245,-0.26379481445950825,False,-0.07419452799453648,-0.11608465003133146,0.09515593474099461,0.167436931032736
1.65,0.0043613633651583255,-0.4412617133422948,-0.2444383510468615,False,-0.07415091436088489,-0.12049726716475441,0.09271155123052599,0.16915490305131545
1.66,0.010551062593916735,-0.4207232150899633,-0.22288020689978552,False,-0.07404540373494573,-0.12470449931565404,0.09048274916152814,0.17094169140284968
1.67,0.022511869691049582,-0.4026493366279116,-0.20390904005035865,False,-0.07382028503803523,-0.12873099268193317,0.08844365876102456,0.17275237693012868
1.68,0.03303737993652649,-0.38938927339390955,-0.187214413222863,False,-0.07348991123866996,-0.13262488541587225,0.08657151462879592,0.1745988385716373
1.69,0.0361957352599805,-0.3814406015381609,-0.18474112453433197,False,-0.07312795388607016,-0.13643929143125386,0.0847241033834526,0.17646969025857043
1.7,0.038975087944620034,-0.37444577030510207,-0.18256463048842467,False,-0.07273820300662395,-0.14018374913430487,0.08289845707856835,0.17836615117221596
1.71,0.041420918307102816,-0.3682903188200103,-0.18064931572802623,False,-0.07232399382355292,-0.14386665232250498,0.08109196392128809,0.18028943492530375
1.72,0.04357324902608767,-0.3551433884029965,-0.17413464951576993,False,-0.07188826133329204,-0.14741808620653496,0.0793506174261304,0.18219916230386235
1.73,0.04351535463747067,-0.33602582104363077,-0.16840174324898438,False,-0.07145310778691734,-0.15077834441697127,0.07766659999364055,0.1840428116284464
1.74,0.0361690866889488,-0.3192023617673889,-0.13721946571025798,False,-0.07109141692002785,-0.15397036803464517,0.07629440533653796,0.18596155537658113
1.75,0.03699969178078846,-0.30439771760429607,-0.10977906147617873,False,-0.07072142000221997,-0.15701434521068813,0.07519661472177618,0.18790836786765722
1.76,0.03773062426160737,-0.29171543945763156,-0.10408152439166185,False,-0.0703441137596039,-0.15993149960526445,0.07415579947785955,0.1898037447017664
1.77,0.03574861012897608,-0.2805550346885668,-0.09906769175728698,False,-0.06998662765831414,-0.16273704995215013,0.07316512256028668,0.191662752347382
1.78,0.034004437692260546,-0.2707338784917898,-0.08113880646951481,False,-0.06964658328139153,-0.16544438873706804,0.07235373449559153,0.19353954433865045
1.79,0.032469565947950876,-0.26001310699625,-0.0653613874162753,False,-0.06932188762191202,-0.16804451980703056,0.07170012062142878,0.19541082886515762
1.8,0.025378538116966668,-0.25045267192759296,-0.05147725864942454,False,-0.06906810224074235,-0.17054904652630648,0.07118534803493452,0.19729352192361674
1.81,0.014012280427358331,-0.24190102572710223,-0.039259225334595874,False,-0.06892797943646876,-0.17296805678357752,0.07079275578158857,0.19919997311202828
1.82,0.004009973660502996,-0.2343755770706704,-0.02178922798128937,False,-0.06888787969986374,-0.1753118125542842,0.07057486350177568,0.20114816168413188
1.83,-0.0047920562943297,-0.22735178468470266,0.0028493578268100686,False,-0.06893580026280703,-0.17758533040113125,0.07060335708004378,0.2031588741909266
1.84,-0.00723297376806006,-0.21913091712462457,0.015266325200747857,False,-0.06900813000048764,-0.1797766395723775,0.07075602033205126,0.20515403129193044
1.85,-0.007009038020546561,-0.21257165281413318,0.024745307519765537,False,-0.0690782203806931,-0.18190235610051883,0.07100347340724893,0.20712740263368695
1.86,-0.006811974562734682,-0.206435166348722,0.033086811960501096,False,-0.06914634012632044,-0.18396670776400606,0.07133434152685393,0.20907786635476708
1.87,-0.0028284549205693198,-0.19236781377151058,0.02930998435485695,True,0.0,0.0,0.0,0.0
1.88,0.003279127279029003,-0.18048129375002803,0.0259863760618901,True,0.0,0.0,0.0,0.0
1.89,0.002241610900891815,-0.17656758617562285,0.023061600764079274,True,0.0,0.0,0.0,0.0
1.9,-0.00772430793016237,-0.17183599647644493,0.020487798502005744,True,0.0,0.0,0.0,0.0
1.91,-0.0010292233694128806,-0.16241329453037026,0.01822285251138104,True,0.0,0.0,0.0,0.0
1.92,0.004862451044046669,-0.15412131681782457,0.01614166700736473,True,0.0,0.0,0.0,0.0
1.93,0.0027809606586809777,-0.14684113350546918,0.014310223763830376,True,0.0,0.0,0.0,0.0
1.94,0.0009492491195591684,-0.14043457219059644,0.012698553709520147,True,0.0,0.0,0.0,0.0
1.95,0.009722310330854515,-0.13051110943079602,0.019747098727102612,True,0.0,0.0,0.0,0.0
1.96,0.01744260419679442,-0.1253353397605251,0.02650925763409846,True,0.0,0.0,0.0,0.0
1.97,0.022173953468636917,-0.12150947369504568,0.0324599574722548,True,0.0,0.0,0.0,0.0
1.98,0.027606888716460047,-0.12335335841156521,0.03713713403830911,True,0.0,0.0,0.0,0.0
1.99,0.0323878717345444,-0.12431231725982349,0.044230074189674576,True,0.0,0.0,0.0,0.0
2.0,0.035325788901856905,-0.12515620104629077,0.05047186152287618,True,0.0,0.0,0.0,0.0
2.01,0.0379111560090919,-0.125898818778382,0.05885419264716221,True,0.0,0.0,0.0,0.0
2.02,0.04145562695206044,-0.11529338117861725,0.06623064403653392,True,0.0,0.0,0.0,0.0
2.03,0.03014064814789196,-0.10596059609082427,0.07272192125918102,True,0.0,0.0,0.0,0.0
